player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,salary,salary_million,value_index,salary_per_point,pts_per_minute,efficiency_index,efficiency_per_million
chima moneke,SF,27,SAC,2,0,4.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,500000.0,0.5,5.0,249999.8750000625,0.24999993750001562,1.5,3.0
malik monk,SG,24,SAC,77,0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,9472219.0,9.472219,2.1114376684069485,9112.283781517763,0.6053811387721462,19.000000000000004,2.0058657849866015
moses moody,SG,20,GSW,63,3,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,3740160.0,3.74016,1.9517881587953456,12368.253927353659,0.36923074082840457,7.199999999999999,1.9250513347022586
xavier moon,SG,28,LAC,4,0,5.0,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0.389,0.0,0.0,,0.0,0.8,0.8,1.3,0.0,0.0,0.3,0.5,1.8,116986.0,0.116986,33.33732241464791,16248.053298881485,0.3599999280000144,3.6000000000000005,30.772912998136533
ja morant,PG,23,MEM,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,12119440.0,12.11944,3.3169849431986957,7583.181073968726,0.8213165886734611,38.2,3.1519608166713975
marcus morris,PF,33,LAC,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,16372093.0,16.372093,1.0383522742022049,22489.13870537206,0.39857649827129893,17.000000000000004,1.038352274202205
markieff morris,PF,33,TOT,35,2,10.1,1.3,3.3,0.409,0.8,2.0,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1.0,0.4,1.7,2.0,0.9,0.3,0.1,0.5,1.4,3.8,2905851.0,2.905851,2.3056928934071292,21848.503595124035,0.3762375865111301,6.6,2.2712795666398584
markieff morris,PF,33,BRK,27,1,10.6,1.2,3.0,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1.0,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,2905851.0,2.905851,2.3056928934071297,29895.586112185327,0.3396226094695652,6.700000000000001,2.3056928934071297
markieff morris,PF,33,DAL,8,1,8.8,1.8,4.1,0.424,1.0,2.8,0.364,0.8,1.4,0.545,0.545,0.0,0.0,,0.0,1.5,1.5,0.8,0.1,0.0,0.5,1.9,4.5,2905851.0,2.905851,2.3401062201743996,80718.08109116442,0.5113635782541388,6.3999999999999995,2.202452913105317
monte morris,PG,27,WAS,62,61,27.3,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.543,0.555,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,9125000.0,9.125,2.0821917808219177,14289.069817899985,0.37728936346925407,18.9,2.0712328767123287
dejounte murray,SG,26,ATL,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,17071120.0,17.07112,1.8686530233517191,11253.210276036116,0.5631867977146485,31.499999999999996,1.84522163747897
jamal murray,PG,25,DEN,65,65,32.8,7.3,16.0,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,31650600.0,31.6506,0.9541683254029939,24346.615365887217,0.6097560789708514,29.2,0.9225733477406431
keegan murray,SF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,8008440.0,8.00844,2.2476287516669906,8205.368844051876,0.4093959594162429,18.499999999999996,2.3100628836577406
mike muscala,C,31,TOT,63,9,15.0,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,3500000.0,3.5,2.885714285714286,9107.468100162718,0.4066666395555574,10.3,2.942857142857143
mike muscala,C,31,OKC,43,5,14.5,2.1,4.7,0.438,1.3,3.3,0.394,0.8,1.4,0.541,0.576,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,3500000.0,3.5,2.9142857142857146,13128.28202127426,0.4275861774078499,10.600000000000001,3.028571428571429
mike muscala,C,31,BOS,20,4,16.2,2.1,4.5,0.472,1.3,3.3,0.385,0.9,1.2,0.708,0.612,0.5,0.7,0.692,0.7,2.7,3.4,0.6,0.2,0.3,0.5,1.4,5.9,3500000.0,3.5,2.8285714285714287,29661.016697787996,0.36419750838286985,9.9,2.8285714285714287
andrew nembhard,SG,23,IND,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,2244111.0,2.244111,7.441699630722365,3149.629469263678,0.34420288607960553,16.099999999999998,7.174333176923956
aaron nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,3804360.0,3.80436,3.995415786098056,5159.853512600226,0.40562247366978016,15.5,4.074272676613149
raul neto,PG,30,CLE,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1.0,1.6,0.4,0.1,0.5,1.0,3.3,2463490.0,2.46349,2.39497623290535,15552.335760401924,0.3142856843537444,5.9,2.39497623290535
georges niang,PF,29,PHI,78,1,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,3465000.0,3.465,3.347763347763348,5417.4483967832275,0.422680390583485,11.5,3.318903318903319
daishen nix,PG,20,HOU,57,7,16.0,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0,1563518.0,1.563518,5.116666389513904,6857.53505764239,0.24999998437500096,7.1,4.541041420693589
zeke nnaji,PF,22,DEN,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2.0,5.2,2617800.0,2.6178,3.0942012376804957,9498.54858672515,0.37956201609036383,8.200000000000003,3.1324012529605025
nerlens noel,C,28,TOT,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2.0,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,9391069.0,9.391069,0.575014409967598,263055.14669313317,0.1826086797731583,6.1000000000000005,0.6495533149633977
nerlens noel,C,28,DET,14,3,10.9,0.9,2.1,0.4,0.1,0.1,0.5,0.8,2.0,0.393,0.417,0.5,0.7,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3,9391069.0,9.391069,0.575014409967598,291648.09653266787,0.21100915495328854,6.300000000000001,0.6708501449621976
nerlens noel,C,28,BRK,3,1,14.3,0.3,2.0,0.167,0.0,0.0,,0.3,2.0,0.167,0.167,0.3,0.7,0.5,1.0,2.0,3.0,1.0,1.0,0.3,1.7,2.3,1.0,9391069.0,9.391069,0.5324207499699981,3130355.28988157,0.06993006503985559,4.6,0.4898270899723982
jaylen nowell,SG,23,MIN,65,2,19.3,4.3,9.6,0.448,1.0,3.6,0.289,3.3,6.0,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8,1930681.0,1.930681,7.976460119512234,2750.2578308400884,0.5595854632339138,15.100000000000001,7.82107453276849
frank ntilikina,SG,24,DAL,47,5,12.9,1.0,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.428,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,2036318.0,2.036318,2.651845144029567,14939.970543360452,0.2248061841235516,5.2,2.553628657213657
kendrick nunn,SG,27,TOT,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,5250000.0,5.25,1.9047619047619047,10563.380260435855,0.5144927163411075,9.6,1.8285714285714285
kendrick nunn,SG,27,LAL,39,2,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,5250000.0,5.25,1.7142857142857142,20091.848373165525,0.49629625953361045,8.6,1.638095238095238
kendrick nunn,SG,27,WAS,31,0,14.1,2.9,6.4,0.447,1.2,3.1,0.392,1.6,3.3,0.5,0.543,0.6,0.6,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,1.0,7.5,5250000.0,5.25,2.0952380952380953,22580.645064169268,0.5319148558925635,10.5,2.0
jordan nwora,SF,24,TOT,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,2800000.0,2.8,4.928571428571429,5190.952901017885,0.45312497639974075,13.299999999999999,4.75
jordan nwora,SF,24,MIL,38,3,15.7,2.0,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1.0,1.1,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,2800000.0,2.8,3.607142857142857,12280.70170052324,0.3821655807537847,9.7,3.4642857142857144
jordan nwora,SF,24,IND,24,11,24.6,4.9,10.3,0.476,1.9,4.5,0.422,3.0,5.8,0.518,0.569,1.3,1.8,0.721,0.9,3.8,4.7,2.1,0.5,0.3,1.3,1.7,13.0,2800000.0,2.8,7.071428571428572,8974.358945595004,0.5284552630709242,19.3,6.892857142857143
royce o'neale,SF,29,BRK,76,53,31.7,3.0,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,9200000.0,9.2,1.9130434782608698,13755.980840675864,0.2776025149021289,17.6,1.9130434782608698
chuma okeke,SF,24,ORL,27,8,19.2,1.6,4.5,0.352,1.0,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1.0,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,3433320.0,3.43332,2.8252536903055936,27055.318935734285,0.24479165391710137,10.200000000000001,2.9708853238265003
josh okogie,SG,24,PHO,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,0.471,1.9,2.7,0.724,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3,1968175.0,1.968175,6.249444282139546,3744.6251831342747,0.38829785168628445,12.700000000000001,6.452678242534328
onyeka okongwu,C,22,ATL,80,18,23.1,4.0,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9,6395160.0,6.39516,2.8302653881998263,8074.696959501645,0.42857141001855364,19.1,2.9866336416915296
isaac okoro,SF,22,CLE,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1.0,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,7040880.0,7.04088,1.420277010828192,14475.493391292159,0.29493086198475293,10.5,1.4912908613696017
kz okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,1902133.0,1.902133,1.4194591019660558,41805.119960327036,0.18309856576076539,2.9,1.5246042206302082
victor oladipo,SG,30,MIA,42,2,26.3,3.8,9.6,0.397,1.7,5.0,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,2.4,10.7,8750000.0,8.75,1.9657142857142855,19470.404941098343,0.4068440909945212,16.799999999999997,1.9199999999999997
kelly olynyk,C,31,UTA,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,12804878.0,12.804878,1.7493333399974602,15064.562335218163,0.4370629217810167,21.299999999999997,1.6634285777654418
eugene omoruyi,SF,25,TOT,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7.0,1013119.0,1.013119,10.364034234872705,3618.2821299347065,0.4347825816905228,10.399999999999999,10.265329146921534
eugene omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,0.468,0.3,1.3,0.258,1.6,2.7,0.571,0.511,0.7,1.2,0.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9,1013119.0,1.013119,7.600291772239983,8989.520772053942,0.41525420209710157,7.6000000000000005,7.501586684288815
eugene omoruyi,SF,25,DET,17,4,21.9,3.4,7.9,0.425,1.0,3.4,0.293,2.4,4.5,0.526,0.489,2.0,2.8,0.723,1.2,2.2,3.5,1.0,0.8,0.2,1.1,2.6,9.7,1013119.0,1.013119,14.016122489065943,6143.8386528572555,0.4429223542044587,14.1,13.917417401114774
cedi osman,SF,27,CLE,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1.0,1.4,0.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,7426088.0,7.426088,1.6832550327978877,11085.36794882017,0.43283579936140293,12.4,1.6697889925355045
chris paul,PG,37,PHO,59,59,32.0,5.0,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,28400000.0,28.4,0.9542253521126761,34629.92313787352,0.4343749864257817,27.1,0.9542253521126761
cameron payne,PG,28,PHO,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1.0,1.3,0.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,6000000.0,6.0,2.8333333333333335,12135.922305550319,0.5099009648563879,16.2,2.6999999999999997
gary payton ii,SG,30,TOT,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2.0,0.651,0.688,0.3,0.3,0.857,1.1,2.0,3.1,1.4,1.0,0.2,0.7,2.0,4.6,8300000.0,8.3,1.0963855421686746,82015.80946624695,0.27544908530244994,9.6,1.1566265060240963
gary payton ii,SG,30,POR,15,1,17.0,1.6,2.7,0.585,0.6,1.1,0.529,1.0,1.6,0.625,0.695,0.3,0.3,1.0,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,8300000.0,8.3,0.9879518072289155,134959.34739903503,0.24117645640138488,8.599999999999998,1.0361445783132526
gary payton ii,SG,30,GSW,7,0,16.0,2.4,4.0,0.607,0.6,1.3,0.444,1.9,2.7,0.684,0.679,0.3,0.4,0.667,2.0,2.3,4.3,1.1,0.9,0.6,0.6,2.0,5.7,8300000.0,8.3,1.3373493975903612,208020.04491177836,0.3562499777343764,12.0,1.4457831325301203
theo pinson,SG,27,DAL,40,1,8.1,0.8,2.2,0.356,0.6,1.6,0.355,0.2,0.6,0.36,0.483,0.3,0.3,0.846,0.3,1.3,1.6,1.2,0.2,0.0,0.3,0.9,2.4,1968175.0,1.968175,2.642041485132166,20501.822703106012,0.2962962597165112,5.1000000000000005,2.5912329950334705
mason plumlee,C,32,TOT,79,60,26.0,4.2,6.1,0.68,0.0,0.0,,4.2,6.1,0.68,0.68,2.5,4.0,0.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,2.7,10.8,9080417.0,9.080417,2.510897902596324,10642.77659324569,0.41538459940828465,22.500000000000007,2.477859772299004
mason plumlee,C,32,CHO,56,56,28.5,4.7,7.1,0.669,0.0,0.0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,9080417.0,9.080417,2.81925378537131,13291.008470007308,0.4280701604185908,25.2,2.7752029449748834
mason plumlee,C,32,LAC,23,4,19.9,2.8,3.8,0.727,0.0,0.0,,2.8,3.8,0.727,0.727,1.9,2.5,0.772,1.8,5.1,6.9,1.7,0.5,0.5,1.3,2.4,7.5,9080417.0,9.080417,1.7730463259561757,52640.09824556465,0.376884403171638,15.8,1.7400081956588558
jakob poeltl,C,27,TOT,72,71,26.5,5.4,8.6,0.629,0.0,0.0,0.0,5.4,8.6,0.63,0.629,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5,9398148.0,9.398148,2.5856158043052737,10442.386655064014,0.47169809540761903,24.7,2.628177381330875
jakob poeltl,C,27,SAS,46,46,26.1,5.2,8.4,0.616,0.0,0.0,0.0,5.2,8.4,0.618,0.616,1.7,2.8,0.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1,9398148.0,9.398148,2.5749754100488733,16884.92271490312,0.4636015148045396,24.000000000000004,2.553694621536073
jakob poeltl,C,27,TOR,26,25,27.2,5.8,8.8,0.652,0.0,0.0,,5.8,8.8,0.652,0.652,1.6,2.8,0.569,3.2,5.9,9.1,2.2,1.2,1.3,1.1,3.0,13.1,9398148.0,9.398148,2.5962561985616737,27592.918298317916,0.481617629352293,25.799999999999997,2.745221718151278
aleksej pokusevski,PF,21,OKC,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1.0,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,3261480.0,3.26148,4.507156260348063,11842.701482052646,0.3932038644075793,15.3,4.691121821994923
jordan poole,PG,23,GSW,82,43,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,3901399.0,3.901399,7.074385367915458,2332.2566939668477,0.6799999773333341,25.599999999999998,6.561748747052018
bobby portis,PF,27,MIL,70,22,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,10843350.0,10.84335,2.324005035344243,10986.170201635086,0.5423076714497049,24.599999999999998,2.2686715821217613
micah potter,PF,24,UTA,7,0,7.4,1.4,2.1,0.667,0.6,1.0,0.571,0.9,1.1,0.75,0.8,0.0,0.0,,0.4,1.9,2.3,0.6,0.1,0.0,0.3,0.7,3.4,508891.0,0.508891,12.379861306252222,21381.973891513702,0.4594593973703517,6.099999999999999,11.986849836212468
dwight powell,C,31,DAL,76,64,19.2,2.6,3.5,0.732,0.0,0.1,0.0,2.6,3.5,0.746,0.732,1.5,2.2,0.667,2.0,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,11080125.0,11.080125,1.0559447659660879,21759.868378319192,0.3489583151584211,11.700000000000001,1.0559447659660879
norman powell,SG,29,LAC,60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17.0,16758621.0,16.758621,1.2948559430993754,16430.020572127432,0.6513409712129895,21.1,1.2590534746265818
jason preston,PG,23,LAC,14,0,8.9,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0.5,0.0,0.1,0.0,0.1,1.4,1.6,1.9,0.1,0.0,0.7,0.5,2.9,1563518.0,1.563518,4.093333111611123,38510.29461797304,0.32584266001767864,5.8,3.7095831323975803
taurean prince,PF,28,MIN,54,4,22.1,3.3,7.0,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,7295000.0,7.295,1.7957505140507197,14845.33981512955,0.41176468725046655,12.6,1.7272104180945853
payton pritchard,PG,25,BOS,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6,2239200.0,2.2392,3.885316184351554,8330.357111866233,0.4179104165738495,8.2,3.662022150768131
trevelin queen,SG,25,IND,7,0,10.0,1.0,4.1,0.241,0.3,2.1,0.133,0.7,2.0,0.357,0.276,0.7,0.7,1.0,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0,838891.0,0.838891,7.509914875710909,39947.1885739434,0.299999970000003,6.300000000000001,7.509914875710909
neemias queta,C,23,SAC,5,0,5.8,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.0,0.4,0.0,1.0,1.2,2.2,0.2,0.0,0.4,0.2,1.4,2.4,508891.0,0.508891,9.432275280954075,42407.57979936835,0.4137930321046496,5.0,9.825286750993827
immanuel quickley,SG,23,NYK,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6.0,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9,2316240.0,2.31624,9.714019272614237,1919.164800796118,0.5155709164162313,22.5,9.714019272614237
lester quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,129405.0,0.129405,29.365171361230246,12940.49870595013,0.5555554320987929,2.8,21.637494687222286
julius randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,23760000.0,23.76,1.6498316498316499,12293.68240684344,0.7070422336044442,37.300000000000004,1.5698653198653199
austin reaves,SG,24,LAL,64,22,28.8,4.0,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,1563518.0,1.563518,12.407915994571216,1879.2283631259274,0.4513888732156641,18.7,11.96020768548875
cam reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,5954454.0,5.954454,2.233622091966786,15346.530888282137,0.39112901648673315,13.5,2.2672103941016255
cam reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,5954454.0,5.954454,1.847356617416139,35443.17836045727,0.38356162632138696,11.4,1.914533221685817
cam reddish,SF,23,POR,20,12,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,5954454.0,5.954454,2.6534758686522726,27065.699876974093,0.398550710197438,15.700000000000001,2.6366817175848536
davon reed,SG,27,TOT,43,1,8.0,0.7,2.0,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.435,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,1902133.0,1.902133,2.1029023732830456,21064.59555853161,0.2624999671875041,3.8999999999999995,2.0503298139509694
davon reed,SG,27,DEN,35,1,9.0,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1.0,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3,1902133.0,1.902133,2.3131926106113507,23628.981072931914,0.255555527160497,4.300000000000001,2.2606200512792745
davon reed,SG,27,LAL,8,0,3.4,0.4,0.5,0.75,0.1,0.3,0.5,0.3,0.3,1.0,0.875,0.1,0.5,0.25,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0,1902133.0,1.902133,1.0514511866415228,237766.5952791756,0.2941175605536587,2.3,1.2091688646377512
paul reed,C,23,PHI,69,2,10.9,1.8,3.0,0.593,0.0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,1782621.0,1.782621,4.712162596536224,6151.211158898512,0.38532106556687473,9.1,5.104842812914242
naz reid,C,23,MIN,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,1930681.0,1.930681,9.064159226718447,2468.901531369691,0.6249999660326105,17.500000000000004,9.06415922671845
jared rhoden,SG,23,DET,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,307089.0,0.307089,19.86394823650473,6854.665025565512,0.2269503385141604,6.3,20.515225227865535
nick richards,C,25,CHO,65,9,18.7,3.0,4.8,0.629,0.0,0.0,1.0,3.0,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,1782621.0,1.782621,8.526770412779832,3344.504684156652,0.4385026503474518,15.6,8.751159107852986
josh richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,12196094.0,12.196094,1.2708986992064837,18577.44703948599,0.42978721575373546,15.600000000000001,1.2790980456529772
josh richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,12196094.0,12.196094,1.443084974582846,25250.712163042004,0.4852320470366225,17.400000000000002,1.4266862816898591
josh richardson,SG,29,NOP,23,4,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5,12196094.0,12.196094,0.9429248413467459,70701.99379303191,0.3232758481346617,12.200000000000001,1.0003202664722002
